problem_id,url,snippet,experiment,present_in_last_experiment,unique_id,line,date_found,analysis_results,detector_rule,summary,more_info,intended_behavior,triage,problem_description,FP_reason,manifestation,status,added_to_test_suite,IDEA,date_reported,API_usage,link_to_issue,developer_reaction,developer comment,component,known_before
06_bc8def_26,https://github.com/TomaszModrzejewski/Python/blob/5ff53a9f0f870659baa34718d361e624b3427ec9/circuit.py,"qreg_q = QuantumRegister(3, 'q')
creg_c = ClassicalRegister(3, 'c')
circuit = QuantumCircuit(qreg_q, creg_c)
...
circuit.measure(qreg_q[1], creg_c[1])
circuit.rzz(pi/2, qreg_q[1], qreg_q[2]).c_if(creg_c, 0)
circuit.reset(qreg_q[1])   # NOTE THE RESET, BUT IT IS APPLIED AFTER THE  RZZ
circuit.cx(qreg_q[0], qreg_q[1])
circuit.ccx(qreg_q[0], qreg_q[1], qreg_q[2]).c_if(creg_c, 0)
circuit.t(qreg_q[0])
circuit.swap(qreg_q[1], qreg_q[2]).c_if(creg_c, 0)
circuit.x(qreg_q[0])
circuit.u(pi/2, pi/2, pi/2, qreg_q[1])
circuit.h(qreg_q[2])
circuit.sx(qreg_q[0])
circuit.id(qreg_q[1])
circuit.rx(pi/2, qreg_q[2])
circuit.y(qreg_q[1])",exp_v06,,circuit_bc8def,26,8-mar-23,codeql_2023-03-08_15-15-36,ql-operation-after-measurement,"Here the reset is use one instruction too late, it should have been anticipated perhaps. IDEA: add this as a potential TP bug in the test.",,create a quantum circuit using various operations. Not clear goal of the circuit.,Noteworthy,,,,,, add this as a potential TP bug in the test.,,mid-circuit measurements,,,,,
06_bc8def_14,https://github.com/TomaszModrzejewski/Python/blob/5ff53a9f0f870659baa34718d361e624b3427ec9/circuit.py,"qreg_q = QuantumRegister(3, 'q')
creg_c = ClassicalRegister(3, 'c')
circuit = QuantumCircuit(qreg_q, creg_c)
...
circuit.measure(qreg_q[1], creg_c[1])
circuit.rzz(pi/2, qreg_q[1], qreg_q[2]).c_if(creg_c, 0)
circuit.reset(qreg_q[1])",exp_v06,,circuit_bc8def,14,16-mar-23,codeql_2023-03-09_12-18-15,ql-operation-after-measurement,Same as the duplicate,,create a quantum circuit using various operations. Not clear goal of the circuit.,Noteworthy,,,,,,#N/A,,mid-circuit measurements,,,,,
06_6835fc_46,https://github.com/agustinsilva447/Reinforcement-Learning/blob/28e8c06ea081bb3130ae806cf4180a6a52eed099/Prueba%201/scigym-teleportation-bruteforce.py,"circuit = QuantumCircuit(3,3)
        for action in observation:
            if action == 0:
                actions_gate.append('H_0')
                circuit.h(0)
                circuit.barrier()
            ....
            elif (action == 10) or (action == 11):
                actions_gate.append('MEASURE_0')
                circuit.measure(0, 0) 
                circuit.barrier() 
           ...",exp_v06,,scigym_teleportation_bruteforce_6835fc,46,8-mar-23,codeql_2023-03-06_13-18-39,ql-operation-after-measurement,Not clear if the in-circuit measurements is intended or not.,,"they use the quantum cirucit to create the outpcome of a reinformcement learnign algorithm, the rest is a bit unspecificed.",Noteworthy,,,,,,#N/A,,for loop circuit construction,,,,,
08_0953d6_113,https://github.com/mgrzesiuk/qiskit_utils/blob/3666b3ea2074ce6ee75fa22a8165880ca147c71d/tst/test_parse_counts.py,"    def test_parse_3_registers_and_measure_all(self):
        qr1, qr2, qr3 = QuantumRegister(1), QuantumRegister(2), QuantumRegister(3)
        cr1, cr2, cr3 = ClassicalRegister(1), ClassicalRegister(2), ClassicalRegister(3)
        qc = QuantumCircuit(qr1, cr1, qr2, cr2, qr3, cr3)

        qc.x(qr2[0])
        qc.x(qr3[0])
        qc.x(qr3[2])

        qc.measure(qr2[0], cr2[0])
        qc.measure(qr2[1], cr2[1])

        qc.measure(qr3[0], cr3[0])
        qc.measure(qr3[1], cr3[1])
        qc.measure(qr3[2], cr3[2])

        qc.measure_all()
        result = self._get_counts(qc)
        parsed_counts = parse_counts(result, qc)
        assert parsed_counts == {""010101"": 1024}",exp_v08,,test_parse_counts_0953d6,113,24-mar-23,codeql_2023-03-20_19-13-27,ql-measure-all-abuse,They use measure_all when they have already a bit to measure. They also run the simulator. They somehow recover the correct result via a convoluted parsing of the result.,,They test the parsing of a quantum circuit with a measure_all. They use a convoluted procedure. Not clear if the goal is to actually have a utility to fix general wrong usage of measrue_all or something else.,Noteworthy,,,,,,,,measure_all,,,,,
06_5b8be6_27,https://github.com/neocarton/demo-quantum-hello/blob/bc5042830f89b45b4ee7342d3c174967c6a346d4/demo3_quantum_teleportation.ipynb,"circuit = QuantumCircuit(3, 3)
circuit.x(0)
circuit.barrier()
circuit.h(1)
circuit.cx(1, 2)
circuit.cx(0, 1)
circuit.h(0)
circuit.barrier()
circuit.measure([0, 1], [0, 1])
circuit.barrier()
circuit.cx(1, 2)
circuit.cz(0, 2)
circuit.measure([2], [2])",exp_v06,,"
demo3_quantum_teleportation_5b8be6",27,6-mar-23,codeql_2023-03-06_13-18-28,ql-operation-after-measurement,"The teleportation algorithm requires in circuit measurement, thus it is normal to apply cnot or controlled rotations as function of what has been measured. OPENQasm3 supports mid circuits measurements: https://quantum-computing.ibm.com/lab/docs/iql/manage/systems/midcircuit-measurement/ IDEA: disable the check if you work with OpenQASM3.","the measurement are useless here. Nor the c_if, nor the deferred measurement principtle of the doc.",teleportation algorithm,TP,Teleportation algo: with useless in-circuit measurements,,,,, disable the check if you work with OpenQASM3.,,mid-circuit measurements,,,,,
08_caae3b_58,https://github.com/ArfatSalman/qc-test/blob/9ec9efff192318b71e8cd06a49abc676196315cb/miscellanea/intersting_cases/metamorphic_testing/06_948f90/source_948f90de9947418289b220bd2e61caa3.py,"from qiskit import transpile
qc = transpile(qc, basis_gates=None, optimization_level=3, coupling_map=None)
qc.measure(qr, cr)",exp_v08,,source_948f90de9947418289b220bd2e61caa3_caae3b,58,22-mar-23,codeql_2023-03-20_19-13-27,ql-op-after-optimization,"The program is incorrect, and it has probably been generated with MorphQ.",The user repeats the measurement twice on the same qubit 1 even if no operations were done in between.,Single circuit program with simulation.,TP,Measurement after transpile,,,,,,,transpile,,,,,
06_c31173_153,https://github.com/0sophy1/Oct2021HKUST/blob/783a363a4759627ad5344bdc050fa1bd5d8261f0/Lecture1/Lecture%201%20-%20Intro%20to%20QC%20for%20the%20physicist%20Part3.ipynb,"qc2 = QuantumCircuit(2)
qc2.draw(output='mpl')
nsteps = 10
for i in range(nsteps):
    # We add a controlled R_x gate with different angle to our base circuit
    qc3 = QuantumCircuit(2)    
    qc3.compose(qc2, inplace=True)",exp_v06,FALSE,lecture_201_20_20intro_20to_20qc_20for_20the_20physicist_20part3_c31173,153,16-mar-23,codeql_2023-03-09_12-18-15,ql-ungoverned-composition,The two circuit have the same size. IDEA: disable the warning when the two composed circuits have the same size.,,,Noteworthy,,,,,, disable the warning when the two composed circuits have the same size.,,compose,,,,,
06_a7cb5a_4,https://github.com/UST-QuAntiL/QuantME-UseCases/blob/9403b0a896ad55676416c001539c7589f8efe5fb/2020-ucc/grover/circuits/oracle3.py,"qc = QuantumCircuit()
q = QuantumRegister(5, 'q')
qc.add_register(q)
qc.h(q[4])
qc.mct(list(range(4)), 4)
qc.h(q[4])
def get_circuit(**kwargs):
    """"""Get oracle circuit.""""""
    return qc",exp_v06,,oracle3_a7cb5a,4,6-mar-23,codeql_2023-03-06_13-18-22,ql-unmeasurable-qubits,"The circuit has indeed a bug (since it has 5 qubits vs 0 bits), but this is expected since the circuit is returned to be used as a subcircuit. IDEA: We could improve it by checking whether the circuit has been used as return value of a function or it is a subcircuit.",The circuit has no classical registers.,oracle circuit to be reused elsewhere.,FP,Unforeseeable circuit usage,,,,yes, We could improve it by checking whether the circuit has been used as return value of a function or it is a subcircuit.,,circuit size,,,,,
06_60383a_15,https://github.com/iitis/PyQBench/blob/2294720a49b869c7f1e20b1510d7cb089bd4d771/qbench/fourier/_components/_lucy_and_ibmq_common.py,"def u_dag(phi: AnyParameter) -> Instruction:
    circuit = QuantumCircuit(1, name=""U-dag"")
    circuit.sx(0)
    circuit.rz(np.pi / 2, 0)
    circuit.sx(0)
    circuit.rz(-phi, 0)
    circuit.sx(0)
    circuit.rz(np.pi / 2, 0)
    circuit.sx(0)
    return circuit.to_instruction()",exp_v06,,lucy_and_ibmq_common_60383a,15,6-mar-23,codeql_2023-03-06_13-18-23,ql-unmeasurable-qubits,"The circuit with no classical bit has a meaning in this case, because it is returned as function, thus making it a reusable component. IDEA: check that the circuit doesn't appear in the return function.",The circuit has no classical registers.,A special gate the inverse of the U.,FP,Unforeseeable circuit usage,,,,yes, check that the circuit doesn't appear in the return function.,,circuit size,,,,,
06_8acb22_16,https://github.com/mcoggins96/Quantum-Computing-UK-Repository/blob/b6835dcc619c7125a77c9e502ab4fc69af93ecb4/Advanced/Phase_estimation.py,"q = QuantumRegister(4,'q')
c = ClassicalRegister(3,'c')
circuit = QuantumCircuit(q,c)",exp_v06,,phase_estimation_8acb22,16,6-mar-23,codeql_2023-03-06_13-18-24,ql-unmeasurable-qubits,"The circuit has an extra qubit with a certain phase. This phase is detected indirectly using the qft. Thus, the extra bit which is not measured seems typical of this artificial experimental setup.",There is one qubit not measurable because its phase is supposed to be inferred by the algorithm.,Phase estimation algorithm,FP,Unforeseeable circuit usage,,,,,#N/A,,circuit size,,,,,
06_864acb_10,https://github.com/jamesjcai/quantum/blob/b18436492456e62db64a8b725554e07068ef2f3e/draw_bloch_sphere.py,"qc = QuantumCircuit(1)
qc.h(0)
qc.x(0)
qc.draw()
qc.save_statevector()
qobj = assemble(qc)
state = sim.run(qobj).result().get_statevector()
plot_bloch_multivector(state).show()",exp_v06,,draw_bloch_sphere_864acb,10,7-mar-23,codeql_2023-03-06_13-18-38,ql-unmeasurable-qubits,In theory the detector is right. But we would not want to notify the user when the intent is plotting. IDEA: remove warnings when the circuit goes to a plotting funtion (or even draw?),,The user wants to inspect its state via get_unitary(),FP,Modeling Limitation: state vector inspection,,,,, remove warnings when the circuit goes to a plotting funtion (or even draw?),,plotting intent,,,,,
08_9b8ba7_34,https://github.com/ArfatSalman/qc-test/blob/9ec9efff192318b71e8cd06a49abc676196315cb/warnings/program_pairs/06_59a0eb/source_59a0eb956a0d4e6b8720f272136f2799.py,"from qiskit import transpile
qc = transpile(qc, basis_gates=None, optimization_level=3, coupling_map=None)
qc.measure(qr, cr)",exp_v08,,source_59a0eb956a0d4e6b8720f272136f2799_9b8ba7,34,22-mar-23,codeql_2023-03-20_19-13-27,ql-op-after-optimization,"The program is incorrect, and it has probably been generated with MorphQ.",The user repeats the measurement twice on the same qubit 1 even if no operations were done in between.,Single circuit program with simulation.,TP,Measurement after transpile,,,,,,,transpile,,,,,
06_841fdd_8,https://github.com/Namr/YAQCS/blob/65a286f05fc917a39462d23ab1ad368f84466e7c/BQSKit%20Extensions/examples/cx.py,"backend = Aer.get_backend('unitary_simulator')
qc = QuantumCircuit(2)
qc.cx(1,0) 
qc.ry(np.pi/2,1)
qc.rxx(np.pi/2,1,0) 
qc.ry(-np.pi/2,1)
qc.rx(-np.pi/2,0)
qc.p(-np.pi/2,1) 
job = execute(qc, backend)
result = job.result()
print(result.get_unitary(qc, decimals=3))",exp_v06,,cx_841fdd,8,9-mar-23,codeql_2023-03-08_15-15-36,ql-unmeasurable-qubits,Here we do not have any classical register because we probe the state with a unitary simulator. IDEA: disable the check when the circuit is run on a simulator `unitary` backend.,,The user wants to inspect circuit state via get_unitary(),FP,Query Limitation: not consider statevector inspection intent,,,,, disable the check when the circuit is run on a simulator `unitary` backend.,,circuit size,,,,,
06_81712e_83,https://github.com/Ninomoriaty/iToolkit/blob/fc2def63c476cecd88dc61b64b70e82eae58408d/QBioI_Qiskit/qiskit-textbook-master/i18n/locales/ja/ch-gates/more-circuit-identities.ipynb,"qc = QuantumCircuit(2)
qc.ry(pi/4,t)
qc.cx(c,t)
qc.ry(-pi/4,t)
qc.draw()",exp_v06,,more_circuit_identities_81712e,83,9-mar-23,codeql_2023-03-08_15-15-36,ql-unmeasurable-qubits,The circuit is unmeasureable (no class reg) because the goal is plotting. IDEA: disable the warning if the circuit is drawn.,,The user wants to inspect the circuit via draw(),FP,Query Limitation: not consider plotting intent,,,,, disable the warning if the circuit is drawn.,,circuit size,,,,,
06_bca6d2_23,https://github.com/PGelss/scikit_tt/blob/cbc064ad6ac5a24a82fe916a66dcba8cf5312ba5/examples/qfa.py,"utl.header(title='Quantum full adder')
# construct quantum full adder using Qiskit
circuit = QuantumCircuit(4,2)
circuit.h(1)
circuit.h(2)
circuit.barrier()
circuit.ccx(1,2,3)
circuit.cx(1,2)
circuit.ccx(2,0,3)
circuit.cx(2,0)
circuit.cx(1,2)
circuit.barrier()
circuit.measure(0,0) # sum S
circuit.measure(3,1) # carry out C
circuit.draw(output='latex')
print(circuit)",exp_v06,,qfa_bca6d2,23,10-mar-23,codeql_2023-03-08_15-15-36,ql-unmeasurable-qubits,"The warning is precise, but unfortunately the intent of the programmer is to use them as ancilla. IDEA: maybe the existance of ancille makes this bug pattern less real.",The unmeasruable qubits are ancillas.,Full adder.,FP,Unforeseeable ancilla presence,,,,, maybe the existance of ancille makes this bug pattern less real.,,circuit size,,,,,
06_a485bf_23,https://github.com/QLemma/qleet/blob/d78886718c8f9bd50522dc1836e959df1b997b72/tests/analyzers/test_expressibility.py,"def test_expressibility(params, noise_model, metric, samples):
    """"""Test expressibility of a quantum circuit""""""
    qiskit_circuit = qiskit.QuantumCircuit(2)
    if not params:
        qiskit_circuit.h(0)
    else:
        qiskit_circuit.rx(params[0], 0)
        qiskit_circuit.rz(params[1], 0)
    qiskit_circuit.cx(0, 1)
    qiskit_descriptor = qleet.interface.circuit.CircuitDescriptor(
        circuit=qiskit_circuit, params=params, cost_function=None
    )",exp_v06,,test_expressibility_a485bf,23,10-mar-23,codeql_2023-03-08_15-15-36,ql-unmeasurable-qubits,"The circuit without classical bits is sent to an unknown function, thus we do no even know if the intent was to measure the quantum state or something else. IDEA: when we have ONLY qubits, we could assume that the user knows that she wants to use it for another purpose.",,Testing some unknown circuit property.,Noteworthy,,,,,," when we have ONLY qubits, we could assume that the user knows that she wants to use it for another purpose.",,circuit size,,,,,
06_83eb33_23,https://github.com/hkhetawat/QArithmetic/blob/a9950caf15aeda5cb7d45c327a457d773268bf54/examples/test_rev_pow.py,"# Input N
N = 2
X = 2 # qc will take exponentially longer to compile with each increase
a = QuantumRegister(N)
b = QuantumRegister(X)
m = QuantumRegister(N*(pow(2,X)-1))
ca = ClassicalRegister(N)
cm = ClassicalRegister(N*(pow(2,X)-1))
qc = QuantumCircuit(a, b, m, cm, ca)",exp_v06,FALSE,test_rev_pow_83eb33,23,10-mar-23,codeql_2023-03-08_15-15-36,ql-unmeasurable-qubits,"It detects only 4 qubits, since it cannot understand exressions. IDEA: if there is at least an unknown reg size we disable the warning, or we decide to model simple expressions (e.g. addition)",,,FP,,,,,," if there is at least an unknown reg size we disable the warning, or we decide to model simple expressions (e.g. addition)",,circuit size,,,,,
06_73da13_77,https://github.com/revilooliver/Quantum-Circuits-for-Dynamic-Runtime-Assertions-in-Quantum-Computation/blob/1d5f716375b3ae7cbdfb26bef6f931a7da895d2c/fidelity/3qubit_entanglement_assertion_fidelity.ipynb,"from qiskit.ignis.verification.tomography import state_tomography_circuits
..
qr = QuantumRegister(4)
circ = QuantumCircuit(qr)
#assertion circuit for three qubit entanglement, because the measurement in state_tomography_circuit and the 
#measurement of ancilla qubit in our assertion function will cause conflict, we manually insert the assertion circuits
circ.cx(qr[0], qr[3])
circ.cx(qr[1], qr[3])
circ.cx(qr[2], qr[3])
circ.cx(qr[1], qr[3])
tomocircuits=state_tomography_circuits(circ, qr, meas_labels='Pauli', meas_basis='Pauli')
trans_qc = transpile(tomocircuits, device, optimization_level = 3)",exp_v06,,3qubit_entanglement_assertion_fidelity_73da13,77,10-mar-23,codeql_2023-03-08_15-15-36,ql-unmeasurable-qubits,Circuit with zero classical registers because of state tomography intent (state tomography essentially includes measurements by itself). IDEA: the drop warning when this api is used. Or drop them for circuit without classical reg.,,The user wants to inspect circuit state via tpmography,FP,Query Limitation: not consider statevector inspection intent,,,,, the drop warning when this api is used. Or drop them for circuit without classical reg.,,circuit size,,,,,
06_6d96db_39,https://github.com/Mirkesx/quantum_programming/blob/f7674cf833035a8115442a7f7ad49fef9f4c85ed/Exercises/5.py,"inp = QuantumRegister(2)
    anc = QuantumRegister(1)
    out = QuantumRegister(1)
    final_res = QuantumRegister(1)
    cr = ClassicalRegister(1)
    qc = QuantumCircuit(inp, out, anc, final_res, cr)
...
    qc.cx(out, final_res)
    qc.cx(anc, out)
    qc.ccx(inp[0], inp[1],anc)    
    qc.barrier()
    qc.measure_all()",exp_v06,,5_6d96db,39,10-mar-23,codeql_2023-03-08_15-15-36,ql-measure-all-abuse,They create a new register when not needed.,here the other ancilla qubits are measured as well leading to an unused cr and a long output with spaces.,"or function. Ideally only the result of the or, aka the single classical register is measured.",TP,Measure all generates a twice as long output (OR function),,,,,#N/A,,measure_all,,,,,
06_a8e9c1_6,https://github.com/tsrobinson/quantum/blob/927f0cc7d46029f5ab2bbb926416d04fc3adfc31/quantum_entanglement.py,"from qiskit.quantum_info import Statevector
...
# Entangled statevectors
qc = QuantumCircuit(2)
qc.h(1) # The second qubit is now in superposition
ket = Statevector(qc)
ket.draw()",exp_v06,,quantum_entanglement_a8e9c1,6,10-mar-23,codeql_2023-03-08_15-15-36,ql-unmeasurable-qubits,They use the statevector. IDEA: disable with statevecotr or when no classical bits at all.,,The user wants to inspect circuit state via Statevector,FP,Query Limitation: not consider statevector inspection intent,,,,, disable with statevecotr or when no classical bits at all.,,circuit size,,,,,
06_061e13_39,https://github.com/sungmin-net/Qiskit_Tutorials/blob/579df0293d478e197bcaa579855aa6971354359f/tutorial03_QuantumOperations.py,"qc = QuantumCircuit(q)
qc.u2(pi / 2, pi / 2, q)
qc.draw('mpl')
plt.show()
plot_bloch_multivector(qc)
plt.show()
job = execute(qc, backend)
print(job.result().get_unitary(qc, decimals = 3))",exp_v06,FALSE,tutorial03_quantumoperations_061e13,39,8-mar-23,codeql_2023-03-06_13-18-39,ql-oversized-circuit,Similar to 06_864acb_10 but here the plot_bloch_sphere take the circuit as input,,,FP,,,,,yes,#N/A,,plotting intent,,,,,
06_a36b04_4,https://github.com/vicvaleeva/qiskit-learn/blob/e8d179369e6c3f4ba815604f8183cec5044a8c7a/MultipleQubits/gammaplus.py,"qc = QuantumCircuit(2)
qc.h(0)
qc.x(1)
qc.cx(0, 1)
backend = Aer.get_backend('statevector_simulator')",exp_v06,,gammaplus_a36b04,4,10-mar-23,codeql_2023-03-08_15-15-36,ql-unmeasurable-qubits,"Correct warning, but the intent is to inspect the state with a statevector simulator thus the measurement is not needed. IDEA: disable when the statevector simulator is used.",,The user wants to inspect circuit state via Statevector,FP,Query Limitation: not consider statevector inspection intent,,,,, disable when the statevector simulator is used.,,simulation / initialization,,,,,
08_c6fa63_18,https://github.com/csenrui/Pauli_Learnability/blob/ce57ecae95d00f118a52639cf5c5fd5a0b9c6805/others/transpile.py,"qc = QuantumCircuit(2)
qc.barrier()
qc.id(0)
...
qc.s(1)
qc.barrier()
qc_transpile = transpile(qc,basis_gates=['cx', 'id', 'rz', 'sx', 'x'],optimization_level=3)
print(qc)
print(qc_transpile)",exp_v08,,transpile_c6fa63,18,18-mar-23,codeql_2023-03-17_19-08-02,ql-unmeasurable-qubits,"Correct, but it is not clear if the program is complete or not. IDEA: disable the warning whenever the circuti is printed (e.g. the intent is not execution)",,Unclear why how the circuit will be used.,Noteworthy,,,,,, disable the warning whenever the circuti is printed (e.g. the intent is not execution),,transpile intent,,,,,
06_55fd07_25,https://github.com/0tt3r/QuaC-qiskit/blob/6fda8db41e6cbdab11059f036a34fa9e410d11a8/examples/demos/bell_states_example.py,"circuit2 = QuantumCircuit(2, 2)
    circuit2.h(0)
    circuit2.cx(0, 1)
    circuit2.measure_all()",exp_v06,,bell_states_example_55fd07,25,6-mar-23,codeql_2023-03-06_13-18-21,ql-measure-all-abuse,"Using measure_all with default parameters adds a new classical register. Here you already have one, thus the outputs has 2*2 bits.","The incorrect use of the measure_all with classical reg, makes the result double as big, making it confusing for the demo.",they want to demostrate the bell example via the result bit and via the plot histogram.,TP,Measure all generates a twice as long output (Bell pair),,longer output,reported,,#N/A,9-mar-23,measure_all,https://github.com/0tt3r/QuaC-qiskit/issues/1,,,algorithm,
06_7c89be_15,https://github.com/CCNYseniors/rubik/blob/92ea9cbe816d85db447b8c6cdedf42b4e3f4e7c1/circuit.py,"circuit = QuantumCircuit(qreg_q, creg_c)
...
circuit.cx(qreg_q[0], qreg_q[1])
circuit.measure(qreg_q[0], creg_c[0])
circuit.rx(pi/3, qreg_q[0])
circuit.measure(qreg_q[1], creg_c[1])
circuit.ry(pi/5, qreg_q[1])
# END OF FILE",exp_v06,,circuit_7c89be,15,8-mar-23,codeql_2023-03-08_15-15-36,ql-operation-after-measurement,Duplicate of the teleportation algorithm.,"the measurement are useless here. Nor the c_if, nor the deferred measurement principtle of the doc.",teleportation algorithm,TP,Teleportation algo: with useless in-circuit measurements,,,,,#N/A,,mid-circuit measurements,,,,,
06_7af332_35,https://github.com/pnnl/SV-Sim/blob/3a22b3137c8f35b92375548ac9a94c1f47c35aa8/svsim/crusher/qiskit/test/ghz.py,"n_qubits = 10
def cx_chain(qc,n):
    for i in range(0,n-1):
        qc.cx(i,i+1)
qc = QuantumCircuit(n_qubits, n_qubits)
qc.h(0)
cx_chain(qc,n_qubits)
qc.measure_all()",exp_v06,,ghz_7af332,35,10-mar-23,codeql_2023-03-08_15-15-36,ql-measure-all-abuse,They create a new register when not needed.,They create a new register when not needed.,implement GHZ algorithm to create maximally entangles state,TP,Measure all generates a twice as long output (GHZ algo),,longer output,reported,,#N/A,16-mar-23,measure_all,https://github.com/pnnl/SV-Sim/issues/2,,,algorithm,
08_c22d6b_84,https://github.com/PCesteban/QCHACKIBM/blob/9add295536b78e68e3cc0c5a5f724f70a56d2461/Different%20drafts/INTERFERIBMC.ipynb,"    circuit = QuantumCircuit(1,1)
    H_prime = Operator([[0.648640115686581, 0.7610952636313663], [0.7610952636313663, -0.648640115686581]])
    circuit.unitary(H_prime, 0, label='H_prime')
    circuit.measure_all()",exp_v08,,interferibmc_c22d6b,84,24-mar-23,codeql_2023-03-20_19-13-27,ql-measure-all-abuse,They use measure_all when they have already a bit to measure. They also run the simulator.,"They use a measure_all giving a doule as big result, not matching the function specificiations.","they are experimenting with a mathematical classical function, then they use a circuit of one qubit, which should give a single bit as output.",TP,Measure all generates a twice as long output ,,,,,,,measure_all,,,,,
08_a852d9_326,https://github.com/VoicuTomut/ChemistryOnQubits/blob/48584e8532014fe8660f5c9b47ff04145d50b5e8/Playground/.ipynb_checkpoints/matchgate_tools_MudGround-checkpoint.ipynb,"demo=QuantumCircuit(6,6)
demo.x(3)
demo.h(4)
demo.h(5)
demo.cx(5,1)
demo.h(1)
demo.measure_all()
print(execute(demo,backend=Aer.get_backend('qasm_simulator'),shots=100).result().get_counts(demo))",exp_v08,,matchgate_tools_mudground_checkpoint_a852d9,326,24-mar-23,codeql_2023-03-20_19-13-27,ql-measure-all-abuse,They use measure_all when they have already a bit to measure.,"They use a masrue_all giving a doule as big result, not matching the function specificiations.","They showcase some demo for chemistry usage, but the circuit is never used later, thus the demo with double size output was not intended.",TP,Measure all generates a twice as long output (Demo circuit),,,,,,,measure_all,,,,,
08_113629_152,https://github.com/SupertechLabs/qiskit-superstaq/blob/a585a5be3e1604133a5571dbee9b07a4b14b4818/qiskit_superstaq/superstaq_provider_test.py,"@patch(""requests.post"")
def test_service_aqt_compile_eca(mock_post: MagicMock) -> None:
    provider = qss.superstaq_provider.SuperstaQProvider(api_key=""MY_TOKEN"")

    qc = qiskit.QuantumCircuit(8)
    qc.cz(4, 5)",exp_v08,,superstaq_provider_test_113629,152,18-mar-23,codeql_2023-03-17_19-08-02,ql-unmeasurable-qubits,"Intent is not measuring, but testing some connection.",,Testing intent.,FP,Query Limitation: not consider testing intent,,,,,#N/A,,testing intent,,,,,
08_dd2c4f_110,https://github.com/dreaming-panda/quantum-ml/blob/109436d1aea5e15c856b7400cefa4e4d43723098/mnist.py,"    qc = QuantumCircuit(31, 1)
    train = torch.Tensor([1 for _ in range(64)]).long()
    train[62:64] = 0
    mnist_dataset = MNISTDataset(address_qubits=address_bits,qc=qc,dataset_qubits=dataset_bits,train=train)
    mnist_model = MNISTMODEL(qc=qc,ancilla_bits=ancillas,dataset_qubits=dataset_bits, weights=weights_bits,output=output)
    optimizer = QOptimizer(qc=qc,dataset_qubits=dataset_bits,output=output,data=mnist_dataset,model=mnist_model,allqubits=allqubits)
    mnist_dataset.encode()
    mnist_dataset.decode()
    qc.measure_all()
    aer_sim = Aer.get_backend('aer_simulator')
    job = execute(qc, aer_sim, shots=1000000)
    counts = job.result().get_counts()
    print(counts)",exp_v08,,mnist_dd2c4f,110,24-mar-23,codeql_2023-03-20_19-13-27,ql-measure-all-abuse,They use measure_all when they have already a bit to measure. They also run the simulator.,"only qubit 10 to qubit 20 are used and with measure all they are all measured, making it both inefficient and not using the classical register of 1 bit which was instantiated.","they define an optimization function which takes the encoded MNIST dataset as input, the result is the count",TP,Measure all in a large (largely unused) circuit.,,,,,,,measure_all,,,,,
06_6476a8_59,https://github.com/JorgeAGR/nmsu-course-work/blob/6cd204abbc074734fb7e8ca0e693a15e1cbe4ede/PHYS520/Project/project_vqls.py,"def overlap_Hadamard_Test(gates, qubits, ancilla_index, parameters):
    qctl = QuantumRegister(3)
    qc = ClassicalRegister(1)
    circ = QuantumCircuit(qctl, qc)    
    circ.h(ancilla_index)",exp_v06,,project_vqls_6476a8,59,10-mar-23,codeql_2023-03-08_15-15-36,ql-oversized-circuit,"The problem is not there, but our modelling doesn't detect the gates applied with a parametric variable as argument, thus they could exercise the qubits. IDEA: disable the warning when there is a gate with a parametric value (i.e. variable).",The gate uses a parametric argument instead of an int to define the positon of the qubit.,Hadamard test,FP,Modeling limitation: Gate with parametric args,,,,, disable the warning when there is a gate with a parametric value (i.e. variable).,,unused qubits,,,,,
08_b0607e_22,https://github.com/cda-tum/ddsim/blob/236821f556492dc3cce2c6d528626a1f08423a8a/test/python/simulator/test_multi_registers_convention.pyy,"        qreg0 = QuantumRegister(2, ""q0"")
        creg0 = ClassicalRegister(2, ""c0"")
        qreg1 = QuantumRegister(2, ""q1"")
        creg1 = ClassicalRegister(2, ""c1"")
        circ = QuantumCircuit(qreg0, qreg1)
        circ.x(qreg0[1])
        circ.x(qreg1[0])",exp_v08,,test_multi_registers_convention_b0607e,22,18-mar-23,codeql_2023-03-17_19-08-02,ql-oversized-circuit,"The warning is correct, but the intent of the user is unclear, whether manipulating all the qubits was part of the feature under test or not.",,Test multiple registers usage.,Noteworthy,,,,,,#N/A,,unused qubits,,,,,
06_72ca3d_591,https://github.com/Chibikuri/qwopt/blob/e65549db83142af4c6b63cce9f55050ee87fb27a/notebook/benchmark.py,"cq = QuantumRegister(3, 'control')
    tq = QuantumRegister(3, 'target')
#     ancilla for mct gates
    anc = QuantumRegister(3, 'mct anc')
    c = ClassicalRegister(3, 'classical')
    if opt:
        opt_anc = QuantumRegister(2, 'ancilla')
        qc = QuantumCircuit(cq, tq, anc, opt_anc, c)
        qc.x(cq[0])
        qc.x(cq[2])
        qc.mct(cq, tq[2], anc)",exp_v06,,benchmark_72ca3d,591,6-mar-23,codeql_2023-03-06_13-18-25,ql-oversized-circuit,"The circuit has different registers but our modelling doesn't consider when an operation is added to the entire reigster e.g. qc.mct(cq, opt_anc[0], anc) anc is a 3-qubit register",,,FP,Modeling limitation: Gate acting on entire registers,,,,yes,#N/A,,unused bits,,,,,
